2026-02-18 14:47:24 | INFO     | base.py:11 | get_async_engine | 异步数据库引擎创建成功: mysql+asyncmy://root:02crhstc@localhost:3306/agent_project
2026-02-18 14:49:09 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？包括申请、受理、开庭、裁决等具体步骤和法律依据
2026-02-18 14:49:09 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:09 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:09 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？包括申请、受理、开庭、裁决等具体步骤和法律依据
2026-02-18 14:49:09 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:09 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:09 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？具体包括哪些步骤和法律依据？
2026-02-18 14:49:10 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:10 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:10 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？具体包括哪些步骤和法律依据？
2026-02-18 14:49:10 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:10 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:10 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程包括哪些步骤？申请劳动仲裁需要准备什么材料？劳动仲裁的具体程序是什么？
2026-02-18 14:49:10 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:10 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:10 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？包括申请、受理、开庭、裁决等具体步骤和法律依据
2026-02-18 14:49:10 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:10 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:10 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？具体包括哪些步骤和法律依据？
2026-02-18 14:49:10 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:10 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:10 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程包括哪些步骤？具体操作程序和法律规定是什么？
2026-02-18 14:49:11 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:11 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:11 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程包括哪些步骤？具体涉及申请、受理、开庭和裁决等环节的法律规定和操作程序是什么？
2026-02-18 14:49:11 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:11 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:11 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程包括哪些步骤？具体涉及申请、受理、开庭和裁决等环节的法律规定和操作程序是什么？
2026-02-18 14:49:11 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:11 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:11 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？具体包括哪些步骤和法律依据？
2026-02-18 14:49:12 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:12 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:12 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程包括哪些步骤？具体涉及申请、受理、开庭和裁决等环节的法律规定和操作程序是什么？
2026-02-18 14:49:12 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:12 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:12 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？具体包括哪些步骤和法律依据？
2026-02-18 14:49:12 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:12 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:12 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？具体包括哪些步骤和法律依据？
2026-02-18 14:49:13 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:13 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:13 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？具体包括哪些步骤和法律依据？
2026-02-18 14:49:13 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:13 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:13 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？具体包括哪些步骤和法律依据？
2026-02-18 14:49:13 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:13 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:13 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？具体包括哪些步骤和法律依据？
2026-02-18 14:49:13 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:13 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:13 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程包括哪些步骤？具体操作程序和法律规定是什么？
2026-02-18 14:49:14 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:14 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:14 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？具体包括哪些步骤和法律依据？
2026-02-18 14:49:14 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:14 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:14 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？具体包括哪些步骤和法律依据？
2026-02-18 14:49:14 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:14 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:14 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程包括哪些步骤？具体需要提交什么材料？
2026-02-18 14:49:14 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:14 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:14 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程包括哪些步骤？具体操作程序和法律规定是什么？
2026-02-18 14:49:15 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:15 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:15 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程包括哪些步骤？申请劳动仲裁需要准备什么材料？劳动仲裁的具体程序和时限要求是什么？
2026-02-18 14:49:15 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:15 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:15 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？包括申请、受理、开庭、裁决等具体步骤和法律依据
2026-02-18 14:49:15 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:15 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:16 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程包括哪些步骤？具体涉及申请、受理、开庭和裁决等环节的法律规定和操作程序是什么？
2026-02-18 14:49:16 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:16 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:16 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？具体包括哪些步骤和法律依据？
2026-02-18 14:49:17 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:17 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:17 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程包括哪些步骤？具体需要提交哪些材料？
2026-02-18 14:49:17 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:17 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:17 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？具体包括哪些步骤和法律依据？
2026-02-18 14:49:17 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:17 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:17 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程包括哪些步骤？具体操作程序和法律规定是什么？
2026-02-18 14:49:17 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:17 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:17 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？具体包括哪些步骤和法律依据？
2026-02-18 14:49:18 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:18 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:18 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？具体包括哪些步骤和法律依据？
2026-02-18 14:49:18 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:18 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
2026-02-18 14:49:18 | INFO     | retrieve.py:32 | _sync_retrieve | 执行向量库检索， 查询内容：劳动仲裁的流程是什么？包括申请、受理、开庭、裁决等具体步骤和法律依据
2026-02-18 14:49:18 | INFO     | retrieve.py:61 | _sync_retrieve | → 向量库 检索结果：10 条
2026-02-18 14:49:18 | INFO     | retrieve.py:62 | _sync_retrieve | → BM25 检索结果：10 条
